"id","key","fields.issuetype.id","fields.issuetype.description","fields.issuetype.name","fields.issuetype.subtask","fields.issuetype.avatarId","fields.project.id","fields.project.key","fields.project.name","fields.project.TypeKey","fields.resolution.id","fields.resolution.description","fields.resolution.name","fields.resolutiondate","fields.workratio","fields.lastViewed","fields.watches.watchCount","fields.watches.isWatching","fields.created","fields.priority.name","fields.priority.id","fields.assignee.name","fields.assignee.key","fields.assignee.displayName","fields.assignee.active","fields.assignee.timeZone","fields.updated","fields.status.description","fields.status.name","fields.status.id","fields.status.statusCategory.id","fields.status.statusCategory.key","fields.status.statusCategory.colorName","fields.status.statusCategory.name","fields.summary","fields.creator.name","fields.creator.key","fields.creator.displayName","fields.creator.active","fields.creator.timeZone","fields.reporter.name","fields.reporter.key","fields.reporter.displayName","fields.reporter.active","fields.reporter.timeZone","fields.duedate","fields.votes.votes","fields.votes.hasVoted"
"214802","MEETING-27","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2022-09-18","-1","","2","false","2022-04-02","Minor","4","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","2022-09-18","The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.","Closed","6","3","done","green","Done","document cannot open in application","vigneshvicky784533","JIRAUSER142320","Vignesh R","true","UTC","vigneshvicky784533","JIRAUSER142320","Vignesh R","true","UTC","","0","false"
"166420","MEETING-20","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2015-12-09","-1","","2","false","2015-11-12","Minor","4","rtyler","rtyler","R. Tyler Croy","true","UTC","2015-12-09","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Evaluate single transferrable vote and company quota in board election proposal","rtyler","rtyler","R. Tyler Croy","true","UTC","rtyler","rtyler","R. Tyler Croy","true","UTC","2015-11-24","0","false"
"166419","MEETING-19","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2015-12-09","-1","","1","false","2015-11-11","Minor","4","rtyler","rtyler","R. Tyler Croy","true","UTC","2015-12-09","The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.","Closed","6","3","done","green","Done","Update board election proposal","rtyler","rtyler","R. Tyler Croy","true","UTC","rtyler","rtyler","R. Tyler Croy","true","UTC","2015-12-08","0","false"
"165605","MEETING-15","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2015-11-17","-1","","1","false","2015-10-15","Minor","4","rtyler","rtyler","R. Tyler Croy","true","UTC","2015-11-17","The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.","Closed","6","3","done","green","Done","Create a request for participation for the Security team lead","rtyler","rtyler","R. Tyler Croy","true","UTC","rtyler","rtyler","R. Tyler Croy","true","UTC","","0","false"
"165604","MEETING-14","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2019-07-30","-1","","1","false","2015-10-15","Minor","4","rtyler","rtyler","R. Tyler Croy","true","UTC","2019-07-30","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Define Infra team lead role","rtyler","rtyler","R. Tyler Croy","true","UTC","rtyler","rtyler","R. Tyler Croy","true","UTC","","0","false"
"165603","MEETING-13","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","10001","This issue won't be actioned.","Won't Do","2019-07-30","-1","","1","false","2015-10-15","Minor","4","olivergondza","olivergondza","Oliver Gondža","true","Europe/Prague","2019-07-30","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Define the LTS team role","rtyler","rtyler","R. Tyler Croy","true","UTC","rtyler","rtyler","R. Tyler Croy","true","UTC","","0","false"
"146972","MEETING-11","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","7","The problem is invalid, not a bug, etc.","Not A Defect","2013-01-23","-1","","2","false","2012-12-19","Minor","4","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","2013-01-23","The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.","Closed","6","3","done","green","Done","i need some help","awappu_jira","awappu_jira","swapna unnam","true","UTC","awappu_jira","awappu_jira","swapna unnam","true","UTC","2012-12-11","0","false"
"146631","MEETING-10","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","2","The problem described is an issue which will never be fixed.","Won't Fix","2015-08-28","-1","","1","false","2012-11-14","Major","3","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","2015-08-28","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Start a travel grant fundraising","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","0","false"
"146445","MEETING-9","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2015-10-20","-1","","2","false","2012-10-31","Major","3","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","2015-10-20","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Get affiliated with Förderung Freier Informationen und Software","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","0","false"
"146443","MEETING-8","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2012-11-14","-1","","1","false","2012-10-31","Major","3","rtyler","rtyler","R. Tyler Croy","true","UTC","2012-11-14","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Renew meetup.com subscription","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","0","false"
"146442","MEETING-7","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2012-12-13","-1","","1","false","2012-10-31","Major","3","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","2012-12-13","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Complete jenkinsci-cert@googlegroups.com","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","0","false"
"145774","MEETING-6","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2012-11-14","-1","","2","false","2012-09-05","Major","3","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","2012-11-14","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Guest post on jenkins-ci.org about freedom sponsors","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","1","false"
"145438","MEETING-5","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2012-09-05","-1","","2","false","2012-08-09","Major","3","rtyler","rtyler","R. Tyler Croy","true","UTC","2012-09-05","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Respond to FOSDEM ""call for devroom""","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","0","false"
"145437","MEETING-4","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","5","All attempts at reproducing this issue failed, or not enough information was available to reproduce the issue. Reading the code produces no clues as to why this behavior would occur. If more information appears later, please reopen the issue.","Cannot Reproduce","2015-08-19","-1","","2","false","2012-08-08","Major","3","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","2015-08-19","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Contact Jenkins CI Speak developers about the mark usage","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","0","false"
"145436","MEETING-3","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2012-08-08","-1","","1","false","2012-08-08","Major","3","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","2012-08-09","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Deploy freedomsponsors JIRA plugin","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","0","false"
"145435","MEETING-2","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2015-03-04","-1","","2","false","2012-08-08","Major","3","ivikash","ivikash","Vikash Singh","true","UTC","2015-03-04","The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.","Closed","6","3","done","green","Done","Puppetize IRCbot","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","0","false"
"145434","MEETING-1","3","A task that needs to be done.","Task","false","14688","10200","MEETING","Project Meeting Actions","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2012-09-05","-1","","1","false","2012-08-08","Major","3","mika","mika","Michael Prokop","true","Europe/Vienna","2012-09-05","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Create debian package of ircbot","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","kohsuke","kohsuke","Kohsuke Kawaguchi","true","America/Los_Angeles","","0","false"
"218983","JENKINS-71539","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-27","Major","3","jamietanna","jamietanna","Jamie Tanna","true","Europe/London","2023-06-27","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Running multiple ""pipelineJob"" item updates one by one occasionally throws java.util.ConcurrentModificationException","pawel_labut","JIRAUSER155468","Pawel","true","UTC","pawel_labut","JIRAUSER155468","Pawel","true","UTC","","0","false"
"218982","JENKINS-71538","3","A task that needs to be done.","Task","false","14688","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-27","Blocker","1","","","","","","2023-06-27","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Jenkins Master cannot communicate with the client","bhaskar1980","JIRAUSER155467","Bhaskar","true","UTC","bhaskar1980","JIRAUSER155467","Bhaskar","true","UTC","","0","false"
"218980","JENKINS-71537","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-26","Minor","4","","","","","","2023-06-26","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","ssh-add is timing out in a Fargate worker","cestioco","JIRAUSER155463","Chad","true","UTC","cestioco","JIRAUSER155463","Chad","true","UTC","","0","false"
"218979","JENKINS-71536","3","A task that needs to be done.","Task","false","14688","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-26","Minor","4","sidharthlohan","JIRAUSER155462","sidharth","true","UTC","2023-06-26","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","plz help me out....docker port not showing ","sidharthlohan","JIRAUSER155462","sidharth","true","UTC","sidharthlohan","JIRAUSER155462","sidharth","true","UTC","","0","false"
"218978","JENKINS-71535","3","A task that needs to be done.","Task","false","14688","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-26","Critical","2","v2v","v2v","Victor Martinez","true","Europe/London","2023-06-26","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","jenkins install IBMCLOUD CLI","soukaina1","JIRAUSER154878","soukaina","true","UTC","soukaina1","JIRAUSER154878","soukaina","true","UTC","","0","false"
"218976","JENKINS-71534","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-26","Major","3","","","","","","2023-06-26","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","The column screenshot doesn't show html","gebop","JIRAUSER155457","gabo","true","UTC","gebop","JIRAUSER155457","gabo","true","UTC","","0","false"
"218975","JENKINS-71533","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","3","The problem is a duplicate of an existing issue.","Duplicate","2023-06-26","-1","","1","false","2023-06-26","Minor","4","","","","","","2023-06-26","The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.","Closed","6","3","done","green","Done","Issue with oversized Add button","julieheard","JIRAUSER142381","Julie Heard","true","UTC","julieheard","JIRAUSER142381","Julie Heard","true","UTC","","0","false"
"218974","JENKINS-71532","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-26","Minor","4","","","","","","2023-06-26","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Pipeline script generation error","phaniteja","JIRAUSER155455","Phaniteja","true","UTC","phaniteja","JIRAUSER155455","Phaniteja","true","UTC","","0","false"
"218972","JENKINS-71530","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-26","Minor","4","","","","","","2023-06-26","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Blue ocean not showing intermediate builds ","tejas_bichave","JIRAUSER155450","tejas","true","UTC","tejas_bichave","JIRAUSER155450","tejas","true","UTC","","0","false"
"218971","JENKINS-71529","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2023-06-26","-1","","1","false","2023-06-26","Minor","4","allan_burdajewicz","allan_burdajewicz","Allan BURDAJEWICZ","true","Australia/Brisbane","2023-06-26","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","Words that start or end with word boundaries are not filtered","allan_burdajewicz","allan_burdajewicz","Allan BURDAJEWICZ","true","Australia/Brisbane","allan_burdajewicz","allan_burdajewicz","Allan BURDAJEWICZ","true","Australia/Brisbane","","0","false"
"218970","JENKINS-71528","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","2","false","2023-06-26","Minor","4","","","","","","2023-06-26","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Jira 2.4.0.1 Dashboard UI appears broken","forgetabull","JIRAUSER155445","Alan","true","Australia/Brisbane","forgetabull","JIRAUSER155445","Alan","true","Australia/Brisbane","","0","false"
"218969","JENKINS-71527","4","An improvement or enhancement to an existing feature or task.","Improvement","false","14680","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-24","Minor","4","","","","","","2023-06-24","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Drop reliance on ancient 'stapler-adjunct-codemirror' library in favor of modern CodeMirror NPM packages","notmyfault","JIRAUSER132935","Alexander Brandes","true","Europe/Berlin","notmyfault","JIRAUSER132935","Alexander Brandes","true","Europe/Berlin","","0","false"
"218968","JENKINS-71526","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","2","false","2023-06-24","Trivial","5","thoulen","thoulen","FABRIZIO MANFREDI","true","UTC","2023-06-25","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Amazon EC2 Plugin does not able to provision instance, they got an error","bilal57131","JIRAUSER155432","Bilal","true","UTC","bilal57131","JIRAUSER155432","Bilal","true","UTC","","0","false"
"218965","JENKINS-71524","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-23","Minor","4","","","","","","2023-06-23","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Using a method reference in a parallel step causes a script security exception","sean_sutherland","sean_sutherland","Sean Sutherland","true","UTC","sean_sutherland","sean_sutherland","Sean Sutherland","true","UTC","","0","false"
"218964","JENKINS-71523","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","7","The problem is invalid, not a bug, etc.","Not A Defect","2023-06-24","-1","","1","false","2023-06-23","Blocker","1","jamietanna","jamietanna","Jamie Tanna","true","Europe/London","2023-06-24","The issue is considered finished, the resolution is correct. Issues which are closed can be reopened.","Closed","6","3","done","green","Done","Unable to upgrade Jenkins from version 2.387.1 to version 2.401.1.","venkatd4u","JIRAUSER153508","Venkatesh","true","UTC","venkatd4u","JIRAUSER153508","Venkatesh","true","UTC","","0","false"
"218962","JENKINS-71522","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-23","Blocker","1","","","","","","2023-06-25","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","java.lang.NoSuchMethodError: 'mightBePositionalArgumentConstructor'","ravik76","JIRAUSER155417","ravi","true","UTC","ravik76","JIRAUSER155417","ravi","true","UTC","","0","false"
"218961","JENKINS-71521","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","3","false","2023-06-22","Major","3","","","","","","2023-06-26","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","On restart a large number of jobs are in paused state","wb8tyw","wb8tyw","John Malmberg","true","America/Chicago","wb8tyw","wb8tyw","John Malmberg","true","America/Chicago","","0","false"
"218960","JENKINS-71520","4","An improvement or enhancement to an existing feature or task.","Improvement","false","14680","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-22","Minor","4","","","","","","2023-06-22","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","[core] CSP compatibility: geval calls in hudson-behaviour.js","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","","0","false"
"218959","JENKINS-71519","4","An improvement or enhancement to an existing feature or task.","Improvement","false","14680","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-22","Minor","4","","","","","","2023-06-22","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","[core] CSP compatibility: eval call in datasource-debug.js","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","","0","false"
"218958","JENKINS-71518","4","An improvement or enhancement to an existing feature or task.","Improvement","false","14680","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-22","Minor","4","","","","","","2023-06-22","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","[core] CSP compatibility: eval calls in prototype.js","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","","0","false"
"218956","JENKINS-71517","4","An improvement or enhancement to an existing feature or task.","Improvement","false","14680","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-22","Minor","4","","","","","","2023-06-22","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Add the ability to set a time zone for the current user","nevilllll","JIRAUSER155405","NEViLLLLL","true","UTC","nevilllll","JIRAUSER155405","NEViLLLLL","true","UTC","","0","false"
"218955","JENKINS-71516","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","2","false","2023-06-22","Minor","4","","","","","","2023-06-23","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","deleteDir() gets stuck on windows","vassilena","vassilena","Vassilena Treneva","true","UTC","vassilena","vassilena","Vassilena Treneva","true","UTC","","0","false"
"218954","JENKINS-71515","4","An improvement or enhancement to an existing feature or task.","Improvement","false","14680","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-22","Minor","4","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","2023-06-22","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","[core] CSP compatibility: eval call in textarea.js","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","","0","false"
"218953","JENKINS-71514","4","An improvement or enhancement to an existing feature or task.","Improvement","false","14680","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-22","Minor","4","","","","","","2023-06-22","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","[core] CSP compatibility: eval call in hudson-behaviour.js","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","","0","false"
"218952","JENKINS-71513","4","An improvement or enhancement to an existing feature or task.","Improvement","false","14680","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-22","Minor","4","","","","","","2023-06-22","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","[core] CSP compatibility: eval call in hudson-behaviour.js","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","yafenkin","JIRAUSER134707","Yaroslav Afenkin","true","UTC","","0","false"
"218951","JENKINS-71512","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-22","Major","3","klimas7","klimas7","Boguslaw Klimas","true","Europe/Warsaw","2023-06-22","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","GitParameter not cleaning up stale ref branch","danarbo","JIRAUSER155399","Dan","true","UTC","danarbo","JIRAUSER155399","Dan","true","UTC","","0","false"
"218950","JENKINS-71511","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-21","Major","3","","","","","","2023-06-21","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","LDAPS tries to connect to DomainDnsZones instead of specified Server","loojo","JIRAUSER155388","Jolyn","true","UTC","loojo","JIRAUSER155388","Jolyn","true","UTC","","0","false"
"218949","JENKINS-71510","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-21","Minor","4","xiongkezhi","xiongkezhi","Kezhi Xiong","true","Asia/Shanghai","2023-06-21","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Unsupported credential type: com.cloudbees.jenkins.plugins.sshcredentials.impl.BasicSSHUserPrivateKey","guthrie","guthrie","Adam Guthrie","true","UTC","guthrie","guthrie","Adam Guthrie","true","UTC","","0","false"
"218948","JENKINS-71509","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","1","A fix for this issue is checked into the tree and tested.","Fixed","2023-06-26","-1","","2","false","2023-06-21","Major","3","atual","JIRAUSER154511","Alexis","true","UTC","2023-06-26","A developer had implemented a fix and is waiting for a feedback from the reporter.","Resolved","5","3","done","green","Done","ssh-steps plugin leaking credentials to log when using plugin gradle 2.7","leon_schiesswald","JIRAUSER155386","Leon Schiesswald","true","UTC","leon_schiesswald","JIRAUSER155386","Leon Schiesswald","true","UTC","","0","false"
"218947","JENKINS-71508","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-21","Major","3","","","","","","2023-06-21","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Limitation of 5 concurrent builds across multiple nodes","ccreedon1","JIRAUSER155371","Ciaran","true","UTC","ccreedon1","JIRAUSER155371","Ciaran","true","UTC","","0","false"
"218946","JENKINS-71507","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","3","false","2023-06-21","Blocker","1","teilo","teilo","James Nord","true","Europe/London","2023-06-26","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Failed to initialize Kubernetes secret provider","mrfarid","JIRAUSER155384","Farid","true","UTC","mrfarid","JIRAUSER155384","Farid","true","UTC","","0","false"
"218945","JENKINS-71506","4","An improvement or enhancement to an existing feature or task.","Improvement","false","14680","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-21","Minor","4","markewaite","markewaite","Mark Waite","true","America/Denver","2023-06-21","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Support custom refspec in lightweight checkout","ckullabosch","ckullabosch","Christoph Kulla","true","UTC","ckullabosch","ckullabosch","Christoph Kulla","true","UTC","","0","false"
"218944","JENKINS-71505","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","2","false","2023-06-21","Minor","4","dennisgu","dennisgu","Dennis Gu","true","America/New_York","2023-06-22","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","Jenkins build fails since update to 23.5.21.0","dth","dth","Tom Helpstone","true","Europe/Berlin","dth","dth","Tom Helpstone","true","Europe/Berlin","","0","false"
"218943","JENKINS-71504","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-21","Minor","4","","","","","","2023-06-21","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","inheritFrom cannot overwrite inherited images","elrond","JIRAUSER152717","elrond","true","UTC","elrond","JIRAUSER152717","elrond","true","UTC","","0","false"
"218942","JENKINS-71503","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","2","false","2023-06-21","Major","3","oleg_nenashev","oleg_nenashev","Oleg Nenashev","true","Europe/Moscow","2023-06-21","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","From v2.4.2 the teamconcert plugin raises an error when a user (without admin right) selects the Build Toolkit from a free-style job or from the pipeline snippet generator","eraimbau","eraimbau","Eric RAIMBAULT","true","UTC","eraimbau","eraimbau","Eric RAIMBAULT","true","UTC","","0","false"
"218941","JENKINS-71502","1","A problem which impairs or prevents the functions of the product.","Bug","false","14673","10172","JENKINS","Jenkins","software","","","","","-1","","1","false","2023-06-21","Major","3","allan_burdajewicz","allan_burdajewicz","Allan BURDAJEWICZ","true","Australia/Brisbane","2023-06-21","The issue is open and ready for the assignee to start work on it.","Open","1","2","new","blue-gray","To Do","ContentMappings fails to load with ParseError","allan_burdajewicz","allan_burdajewicz","Allan BURDAJEWICZ","true","Australia/Brisbane","allan_burdajewicz","allan_burdajewicz","Allan BURDAJEWICZ","true","Australia/Brisbane","","0","false"
